idno,ppltrst,happy,health,cgtsday,alcfreq,height,weight,gndr,yrbrn,polpartvt
933461,8,8,Good,NA,Never,161,58,Female,1944, Dansk Folkeparti
933487,5,8,Very good,NA,Several times a week,167,80,Female,1929,[NA] Refusal
933518,5,7,Good,20,Once a month,169,80,Female,1985,[NA] Not applicable
933542,You can't be too careful,NA,NA,NA,NA,NA,NA,Female,1978,[NA] Not applicable
933607,3,9,Very good,NA,Never,174,72,Female,1958,[NA] Not applicable
933623,4,Extremely happy,Very good,NA,2-3 times a month,183,77,Female,1958," Venstre, Danmarks Liberale Parti"
933649,8,8,Very good,5,Once a week,164,57,Female,1945, Socialdemokraterne
933657,8,6,Fair,NA,Several times a week,173,108,Female,1969," Venstre, Danmarks Liberale Parti"
933673,1,Extremely happy,Very good,12,Once a week,162,48,Female,1922," Venstre, Danmarks Liberale Parti"
933704,9,9,Very good,NA,Several times a week,167,62,Female,1959, Socialdemokrat
933712,9,8,Very good,NA,Several times a week,187,86,Male,1965, Socialdemokraterne
933738,8,9,Very good,NA,Several times a week,165,66,Female,1963," Venstre, Danmarks Liberale Parti"
933835,7,9,Good,30,Once a week,176,85,Male,1973, Dansk Folkeparti
933869,7,8,Fair,10,Once a month,176,65,Male,1990,[NA] Not applicable
933893,9,8,Very good,NA,Once a week,182,70,Male,1990,[NA] Not applicable
933908,3,8,Very good,NA,Several times a week,184,108,Male,1961, Socialdemokrat
933916,8,8,Good,20,Every day,165,57,Male,1965, Enhedslisten
933924,Most people can be trusted,9,Very good,10,Less than once a month,174,80,Female,1974, SF Socialistisk Folkeparti
933940,8,9,Very good,NA,2-3 times a month,185,75,Male,1945, Det Konservative Folkeparti
933974,4,8,Good,NA,Less than once a month,168,81,Female,1998,[NA] Not applicable
933990,9,9,Good,NA,Less than once a month,155,77.5,Female,1942, Socialdemokraterne
934001,8,Extremely happy,Fair,NA,2-3 times a month,184,82,Male,1979, Det Radikale Venstre
934035,8,9,Fair,NA,Every day,180,89,Male,1941,[NA] Not applicable
934069,8,8,Good,NA,Several times a week,157,92,Female,1987, Det Radikale Venstre
934077,3,8,Bad,NA,Less than once a month,173,72,Female,1962," Venstre, Danmarks Liberale Parti"
934093,4,8,Fair,10,Never,162,60,Female,1996,[NA] Not applicable
934108,6,6,Fair,NA,Once a week,180,81,Male,1971,[NA] Not applicable
934124,8,9,Very good,NA,Once a month,160,70,Female,1947,[NA] Refusal
934158,6,8,Fair,12,2-3 times a month,187,86,Male,1966," Venstre, Danmarks Liberale Parti"
934190,7,8,Good,NA,Less than once a month,169,75,Female,1990,[NA] Don't know
934247,9,Extremely happy,Bad,20,Never,162,90,Female,1954,[NA] Not applicable
934255,8,7,Good,NA,Once a week,170,80,Male,1931,[NA] Refusal
934263,8,9,Good,NA,Every day,181,96,Male,1967," Venstre, Danmarks Liberale Parti"
934289,9,Extremely happy,Very good,NA,Every day,178,61,Female,1948, Enhedslisten
934302,8,7,Good,NA,Less than once a month,180,85,Female,1977, Socialdemokraterne
934344,You can't be too careful,Extremely happy,Very good,20,Every day,180,80,Male,1960,[NA] Not applicable
934352,9,9,Very good,NA,2-3 times a month,182,70,Male,1985, Enhedslisten
934360,2,5,Very good,NA,Less than once a month,160,75,Female,1930, Dansk Folkeparti
934386,6,9,Very good,7,Every day,165,59,Female,1964, Dansk Folkeparti
934433,8,8,Very good,4,Several times a week,170,76,Male,1953, Socialdemokraterne
934467,8,8,Good,NA,2-3 times a month,179,72,Female,1973, Socialdemokraterne
934475,8,8,Very good,NA,Several times a week,178,84,Male,1985, Socialdemokraterne
934483,8,7,Fair,NA,Once a month,160,57,Female,1940, Socialdemokraterne
934491,9,8,Very good,NA,Several times a week,160,60,Female,1967," Venstre, Danmarks Liberale Parti"
934522,8,9,Very good,NA,Every day,182,98,Male,1944, Andet
934548,9,9,Good,NA,2-3 times a month,168,88.2,Female,1971," Venstre, Danmarks Liberale Parti"
934556,6,8,Good,1,Once a month,167,63,Male,1990, Socialdemokraterne
934564,5,8,Very bad,10,Never,164,52,Male,1962,[NA] Not applicable
934611,8,Extremely happy,Good,4,Several times a week,166,88,Male,1970," Venstre, Danmarks Liberale Parti"
934629,4,Extremely happy,Very good,NA,2-3 times a month,178,94,Male,1968, Dansk Folkeparti
934637,8,Extremely happy,Very good,NA,Every day,182,77,Male,1944," Venstre, Danmarks Liberale Parti"
934645,8,6,Fair,8,Once a month,169,65,Female,1948," Venstre, Danmarks Liberale Parti"
934653,8,7,Very good,NA,Once a month,163,57,Female,1977, SF Socialistisk Folkeparti
934661,5,9,Very good,NA,Several times a week,183,83,Male,1985, Dansk Folkeparti
934695,7,9,Fair,NA,Once a week,162,62,Female,1919, Det Konservative Folkeparti
934700,5,Extremely happy,Good,NA,Several times a week,182,66,Male,1945," Venstre, Danmarks Liberale Parti"
934726,4,Extremely happy,Very good,NA,Never,160,77,Female,1947, Socialdemokraterne
934750,5,9,Very good,NA,Less than once a month,170,69,Male,1942, Socialdemokraterne
934784,5,8,Very good,5,Every day,174,90,Male,1985, SF Socialistisk Folkeparti
934807,7,6,Fair,NA,Several times a week,188,112,Male,1975," Venstre, Danmarks Liberale Parti"
934831,7,Extremely happy,Good,NA,Several times a week,177,85,Male,1951," Venstre, Danmarks Liberale Parti"
934865,1,7,Very bad,NA,Never,168,56,Female,1986," Venstre, Danmarks Liberale Parti"
934873,8,7,Good,NA,Never,170,75,Male,1973, Socialdemokraterne
934881,Most people can be trusted,9,Fair,NA,Several times a week,166,76,Female,1951, Socialdemokrat
934904,9,Extremely happy,Very good,NA,Every day,165,77,Male,1923, Socialdemokraterne
934912,5,8,Fair,0,2-3 times a month,180,88,Male,1963,Konservative
934938,8,9,Good,NA,Several times a week,166,75,Female,1964, Det Konservative Folkeparti
934954,Most people can be trusted,7,Good,NA,Several times a week,170,68,Female,1965, Det Radikale Venstre
934962,6,7,Good,NA,2-3 times a month,169,58,Female,1976,[NA] Refusal
934970,8,9,Good,15,Several times a week,176,77,Female,1954," Venstre, Danmarks Liberale Parti"
934988,7,8,Fair,5,Never,176,68,Female,1969,[NA] Don't know
934996,8,Extremely happy,Good,NA,2-3 times a month,153,55,Male,1993," Venstre, Danmarks Liberale Parti"
935007,9,8,Good,15,2-3 times a month,180,78,Male,1953,Konservative
935057,8,8,Very good,20,Less than once a month,173,73,Male,1969, SF Socialistisk Folkeparti
935099,8,8,Very good,NA,Every day,164,68,Female,1926," Venstre, Danmarks Liberale Parti"
935104,5,Extremely happy,Very good,NA,Every day,172,84,Female,1960,[NA] Not applicable
935112,3,6,Good,NA,Several times a week,178,81,Male,1958, Liberal Alliance
935138,3,8,Fair,NA,Several times a week,176,80,Male,1956, Dansk Folkeparti
935170,3,Extremely happy,Bad,30,Never,189,87,Male,1976, SF Socialistisk Folkeparti
935235,5,9,Good,NA,Less than once a month,164,67,Female,1981," Venstre, Danmarks Liberale Parti"
935251,6,7,Good,NA,Once a week,190,93,Male,1991, Socialdemokrat
935269,3,6,Fair,8,Every day,164,52,Female,1936,[NA] Not applicable
935285,8,Extremely happy,Very good,NA,Every day,180,70,Male,1923,[NA] Not applicable
935316,7,Extremely happy,Very good,NA,Several times a week,172,63,Male,1978,[NA] Refusal
935332,8,8,Very good,NA,Once a month,175,61,Female,1992,[NA] Don't know
935340,7,9,Very good,NA,Once a week,193,72,Male,1997,[NA] Not applicable
935382,5,8,Very good,15,Never,160,63,Female,1955, Dansk Folkeparti
935405,9,9,Good,NA,2-3 times a month,163,66,Female,1938, Socialdemokraterne
935439,8,9,Fair,NA,Once a month,159,80,Female,1923," Venstre, Danmarks Liberale Parti"
935463,4,9,Fair,NA,Less than once a month,165,NA,Female,1985, Dansk Folkeparti
935489,9,6,Good,NA,Several times a week,173,70,Male,1988, Det Radikale Venstre
935502,9,8,Very good,20,Several times a week,179,82,Male,1971,[NA] Not applicable
935536,7,9,Very good,NA,Once a month,182,92,Male,1976," Venstre, Danmarks Liberale Parti"
935560,5,8,Very good,NA,Never,173,90,Female,1981, Socialdemokraterne
935586,4,4,Fair,10,2-3 times a month,175,63,Male,1961,[NA] Not applicable
935594,4,8,Very good,NA,2-3 times a month,187,79,Male,1997,[NA] Not applicable
935609,8,8,Good,NA,Less than once a month,170,66,Male,1978, Det Radikale Venstre
935633,8,9,Very good,NA,Several times a week,163,63,Female,1962, Socialdemokrat
935641,8,9,Very good,NA,Several times a week,186,88,Male,1958, Det Radikale Venstre
935659,Most people can be trusted,9,Very good,NA,Never,165,80,Female,1979,[NA] Not applicable
935667,9,7,Fair,20,Once a week,184,80,Male,1966, Dansk Folkeparti
935706,8,9,Very good,NA,Once a week,170,82.5,Male,1965," Venstre, Danmarks Liberale Parti"
935714,7,8,Bad,NA,Once a month,180,60,Male,1997,[NA] Not applicable
935764,5,8,Very good,NA,Less than once a month,156,54,Female,1980, Andet
935780,5,9,Very good,NA,Once a week,169,70,Female,1975, Liberal Alliance
935811,5,9,Good,8,2-3 times a month,174,69,Female,1974, Enhedslisten
935829,8,9,Good,NA,2-3 times a month,175,60,Female,1980, Det Radikale Venstre
935845,7,Extremely happy,Very good,NA,Less than once a month,167,92,Female,1980," Venstre, Danmarks Liberale Parti"
935853,8,8,Good,NA,2-3 times a month,173,95,Male,1945, Kristendemokraterne
935879,7,8,Very good,NA,Several times a week,173,69,Male,1984, Det Radikale Venstre
935887,7,9,Very good,1,Less than once a month,173,68,Female,1969,[NA] Refusal
935895,7,9,Good,NA,Several times a week,168,90,Female,1969, Det Radikale Venstre
935934,7,5,Fair,2,Several times a week,188,74,Male,1994,[NA] Not applicable
935950,8,8,Good,NA,Once a week,162,74,Female,1949, Liberal Alliance
935968,9,Extremely happy,Very good,NA,Several times a week,185,90,Male,1955," Venstre, Danmarks Liberale Parti"
935976,7,8,Good,0,Never,165,67,Female,1926,[NA] Not applicable
935984,8,7,Good,20,Several times a week,183,81,Male,1972, Socialdemokrat
936003,3,9,Very good,NA,Once a week,175,95,Male,1947,[NA] Not applicable
936011,7,9,Good,NA,Several times a week,162,69,Female,1942, Dansk Folkeparti
936037,8,3,Bad,NA,Never,187,84,Male,1968,[NA] Not applicable
936053,8,9,Good,3,Several times a week,183,94,Male,1979,[NA] Refusal
936079,5,7,Fair,NA,2-3 times a month,172,85,Female,1962, Det Radikale Venstre
936087,8,7,Good,NA,Several times a week,177,61,Female,1973,[NA] Not applicable
936095,7,8,Very good,NA,2-3 times a month,188,66,Male,1978,Konservative
936100,8,Extremely happy,Very good,NA,Less than once a month,160,62,Female,1983,[NA] Not applicable
936118,Most people can be trusted,9,Very good,NA,Several times a week,170,82,Female,1971, Socialdemokrat
936134,7,9,Good,NA,Less than once a month,160,55,Female,1998,[NA] Not applicable
936150,8,9,Very good,NA,Several times a week,182,73,Male,1955," Venstre, Danmarks Liberale Parti"
936184,9,9,Good,NA,Several times a week,183,83,Male,1968, Det Konservative Folkeparti
936207,8,8,Good,NA,Once a month,168,63,Female,1984, Kristendemokraterne
936249,4,3,Bad,NA,Less than once a month,189,107,Male,1964, Enhedslisten
936265,7,8,Good,NA,Less than once a month,179,80,Male,1965," Venstre, Danmarks Liberale Parti"
936273,7,7,Very good,NA,Several times a week,176,70,Female,1966, Socialdemokraterne
936281,7,7,Good,NA,Several times a week,NA,NA,Male,1992, Det Radikale Venstre
936299,8,9,Very good,8,Several times a week,172,73,Female,1965, Dansk Folkeparti
936312,3,Extremely happy,Fair,NA,Several times a week,162,64,Female,1951, Socialdemokraterne
936320,6,Extremely happy,Very good,20,Less than once a month,175,74,Male,1983, Det Radikale Venstre
936346,6,9,Very good,NA,Once a month,186,80,Male,1993, Det Radikale Venstre
936362,8,9,Good,NA,Every day,174,72,Male,1945, Socialdemokraterne
936370,8,Extremely happy,Fair,NA,Several times a week,167,72,Female,1950," Venstre, Danmarks Liberale Parti"
936396,8,8,Fair,10,Once a week,168,78,Female,1963, Socialdemokraterne
936427,8,Extremely happy,Very good,NA,2-3 times a month,164,61,Female,1948, SF Socialistisk Folkeparti
936435,8,Extremely happy,Good,NA,Never,163,75,Female,1945, Kristendemokraterne
936443,7,8,Very good,7,Several times a week,173,72,Female,1991, Socialdemokraterne
936485,7,7,Bad,NA,Once a week,184,98,Male,1963," Venstre, Danmarks Liberale Parti"
936516,8,9,Good,NA,Several times a week,172,66,Female,1961," Venstre, Danmarks Liberale Parti"
936540,6,Extremely happy,Very good,NA,Several times a week,182,88,Male,1959," Venstre, Danmarks Liberale Parti"
936558,8,3,Bad,40,Every day,180,63,Male,1977,[NA] Not applicable
936566,9,9,Good,NA,Once a week,164,62,Female,1975,[NA] Don't know
936574,9,8,Good,NA,Once a week,162,64,Female,1965, SF Socialistisk Folkeparti
936590,7,9,Very good,25,Every day,179,85,Male,1954, Dansk Folkeparti
936621,8,9,Very good,15,Several times a week,163,70,Female,1968," Venstre, Danmarks Liberale Parti"
936655,5,Extremely happy,Good,NA,Less than once a month,170,68,Female,1997,[NA] Not applicable
936663,7,7,Good,2,Once a week,180,92,Male,1977, Socialdemokraterne
936697,8,8,Fair,NA,Several times a week,172,80,Male,1950, Socialdemokraterne
936702,8,9,Good,NA,Every day,165,53,Female,1958, SF Socialistisk Folkeparti
936710,9,Extremely happy,Very good,NA,Once a month,172,60,Female,1954, SF Socialistisk Folkeparti
936728,8,9,Very good,NA,Once a week,183,91,Male,1969," Venstre, Danmarks Liberale Parti"
936736,8,8,Fair,NA,Every day,172,63,Female,1941, Det Radikale Venstre
936744,5,Extremely happy,Good,12,Several times a week,163,58,Male,1988,[NA] Not applicable
936752,5,9,Good,20,Never,168,65,Female,1960, Det Radikale Venstre
936760,8,7,Good,NA,2-3 times a month,168,57,Female,1989, Liberal Alliance
936778,7,6,Good,15,Several times a week,174,82,Male,1960,[NA] Refusal
936794,5,8,Good,NA,2-3 times a month,185,83,Male,1947,[NA] Refusal
936825,7,Extremely happy,Very good,NA,Once a week,179,70,Male,1999,[NA] Not applicable
936859,5,8,Very good,NA,Every day,183,106,Male,1946, Enhedslisten
936883,5,8,Good,NA,2-3 times a month,163,64,Female,1945," Venstre, Danmarks Liberale Parti"
936906,6,8,Good,10,Every day,178,77,Male,1953, Dansk Folkeparti
936922,8,9,Very good,NA,Several times a week,166,61,Female,1949, Socialdemokraterne
936948,4,Extremely happy,Good,NA,Less than once a month,186,125,Male,1982, Socialdemokraterne
936956,7,8,Fair,NA,Once a month,179,90,Male,1941, Det Radikale Venstre
936964,8,9,Very good,0,Several times a week,178,88,Male,1947, Det Konservative Folkeparti
936980,7,8,Good,NA,Once a month,170,80,Male,1967, Dansk Folkeparti
936998,7,7,Good,NA,Never,176,70,Male,1976, Andet
937009,7,9,Good,NA,Once a week,173,96,Male,1964, Socialdemokraterne
937017,8,9,Very good,NA,Every day,164,78,Female,1950, Socialdemokraterne
937041,2,9,Fair,2,Once a week,160,71,Female,1981, Dansk Folkeparti
937059,4,8,Very good,19,Never,184,64,Male,1990,[NA] Not applicable
937083,4,9,Very good,NA,Several times a week,185,80,Male,1972," Venstre, Danmarks Liberale Parti"
937106,7,8,Fair,17,Less than once a month,168,68,Male,1994,[NA] Not applicable
937114,8,8,Very good,NA,Once a month,172,61,Female,1981, Det Konservative Folkeparti
937148,5,8,Fair,NA,Once a week,169,120,Female,1959,[NA] Not applicable
937172,8,9,Very good,2,Several times a week,168,60,Female,1982, Enhedslisten
937180,8,8,Good,NA,Several times a week,170,82,Female,1971,[NA] Not applicable
937198,4,Extremely happy,Very good,10,Less than once a month,164,60,Female,1993, Enhedslisten
937245,8,9,Good,NA,2-3 times a month,165,65,Female,1963," Venstre, Danmarks Liberale Parti"
937253,8,9,Good,NA,Several times a week,173,90,Female,1950, SF Socialistisk Folkeparti
937261,You can't be too careful,9,Good,NA,Less than once a month,180,75,Female,1981, Det Konservative Folkeparti
937318,8,9,Good,NA,Never,164,59,Female,1959, Socialdemokrat
937342,5,5,Very good,4,Several times a week,175,83,Male,1943, Dansk Folkeparti
937368,4,Extremely happy,Fair,NA,Every day,162,104,Male,1948, Socialdemokraterne
937376,7,9,Good,NA,Several times a week,178,78,Male,1945," Venstre, Danmarks Liberale Parti"
937384,8,8,Good,NA,2-3 times a month,183,89,Male,1975," Venstre, Danmarks Liberale Parti"
937392,7,9,Very good,NA,Several times a week,170,80,Male,1955,[NA] Don't know
937415,8,9,Very good,NA,Once a week,194,79,Male,1995,[NA] Not applicable
937423,8,8,Good,NA,Less than once a month,180,76,Female,1964," Venstre, Danmarks Liberale Parti"
937431,7,9,Very good,NA,Once a week,183,88,Male,1955," Venstre, Danmarks Liberale Parti"
937449,8,8,Good,NA,2-3 times a month,182,92,Male,1974, Andet
937465,4,8,Very good,20,Every day,168,64,Male,1968,[NA] Not applicable
937499,8,9,Fair,NA,Once a week,162,NA,Female,1968," Venstre, Danmarks Liberale Parti"
937504,Most people can be trusted,Extremely happy,Very good,NA,Less than once a month,157,NA,Female,1937, SF Socialistisk Folkeparti
937538,6,6,Fair,15,Once a week,173,59,Female,1995,[NA] Not applicable
937546,8,8,Good,NA,Several times a week,170,75,Male,1947, Socialdemokraterne
937554,5,Extremely happy,Very good,6,Once a week,172,68,Female,1978,[NA] Not applicable
937562,7,7,Very good,NA,Once a week,167,82,Female,1946, Dansk Folkeparti
937596,7,7,Good,NA,Once a month,168,58,Female,1980, SF Socialistisk Folkeparti
937619,7,8,Good,NA,Several times a week,158,58,Female,1956,[NA] Not applicable
937627,7,9,Very good,NA,Once a month,180,85,Male,1969," Venstre, Danmarks Liberale Parti"
937643,9,8,Fair,NA,Once a month,164,70,Female,1960, Socialdemokraterne
937677,8,Extremely happy,Good,NA,Every day,175,67,Male,1925," Venstre, Danmarks Liberale Parti"
937716,8,9,Good,8,Once a week,170,78,Female,1943,[NA] Refusal
937758,7,8,Very good,NA,Several times a week,174,73,Male,1961, Det Radikale Venstre
937774,7,9,Good,NA,Once a week,163,58,Female,1976, Det Radikale Venstre
937782,8,9,Good,NA,Several times a week,186,96,Male,1959," Venstre, Danmarks Liberale Parti"
937805,7,8,Good,15,Several times a week,167,70,Female,1959, Det Konservative Folkeparti
937813,5,8,Very good,NA,Several times a week,183,92,Male,1975, Socialdemokraterne
937821,3,5,Fair,NA,2-3 times a month,178,110,Male,1953, Dansk Folkeparti
937839,Most people can be trusted,Extremely happy,Very good,NA,Once a week,174,94,Male,1957, Socialdemokraterne
937863,8,8,Very good,NA,Several times a week,187,66,Male,1967," Venstre, Danmarks Liberale Parti"
937910,4,7,Good,20,Once a week,180,80,Male,1963, Liberal Alliance
937928,8,9,Good,NA,Once a week,158,59,Female,1953, Socialdemokrat
937952,8,8,Fair,NA,Less than once a month,165,111,Female,1973, Socialdemokraterne
937960,8,9,Good,NA,Once a month,179,82,Female,1954, Socialdemokraterne
938005,9,9,Very good,NA,Once a week,177,73,Female,1988, Det Radikale Venstre
938013,6,8,Fair,NA,Never,168,70,Female,1968, Dansk Folkeparti
938039,9,7,Very good,1,Several times a week,187,84,Male,1973, SF Socialistisk Folkeparti
938047,8,9,Fair,NA,Never,178,66,Male,1956," Venstre, Danmarks Liberale Parti"
938055,8,Extremely happy,Very good,NA,Less than once a month,172,72,Female,1979,[NA] Don't know
938063,7,8,Very good,NA,Several times a week,180,80,Male,1944," Venstre, Danmarks Liberale Parti"
938071,7,Extremely happy,Good,NA,Once a week,173,85,Female,1962," Venstre, Danmarks Liberale Parti"
938102,5,Extremely happy,Very good,NA,Once a week,178,93,Male,1963," Venstre, Danmarks Liberale Parti"
938110,8,9,Fair,15,Never,167,52,Male,1946," Venstre, Danmarks Liberale Parti"
938128,5,8,Fair,NA,Once a week,172,81,Male,1946, Socialdemokraterne
938136,3,9,Very good,NA,Less than once a month,176,80,Female,1985, Dansk Folkeparti
938160,7,8,Good,20,Every day,178,125,Male,1960,[NA] Refusal
938178,5,8,Good,12,Less than once a month,161,106,Female,1991, Socialdemokraterne
938194,6,Extremely happy,Fair,NA,2-3 times a month,172,60,Male,1926," Venstre, Danmarks Liberale Parti"
938225,8,Extremely happy,Very good,NA,Once a month,168,55,Female,1999,[NA] Not applicable
938241,6,5,Fair,20,Once a week,168,68,Female,1961, Socialdemokraterne
938259,9,9,Very good,NA,Several times a week,176,61,Female,1964, Det Radikale Venstre
938283,7,8,Good,NA,Once a month,171,62,Female,1992,[NA] Not applicable
938348,Most people can be trusted,7,Good,NA,Several times a week,168,70,Female,1973, Det Radikale Venstre
938356,6,Extremely happy,Very good,NA,Less than once a month,192,90,Male,1975," Venstre, Danmarks Liberale Parti"
938364,7,Extremely happy,Very good,NA,2-3 times a month,185,90,Male,1985, Enhedslisten
938372,8,8,Very good,8,Once a week,170,55,Female,1953, Dansk Folkeparti
938380,6,8,Good,NA,Less than once a month,176,55,Female,1998,[NA] Not applicable
938398,7,9,Very good,NA,Several times a week,190,94,Male,1968," Venstre, Danmarks Liberale Parti"
938411,4,Extremely happy,Good,3,Once a month,163,65,Female,1943, Enhedslisten
938437,6,8,Good,NA,Once a month,168,50,Male,1998,[NA] Not applicable
938453,8,Extremely happy,Good,NA,Once a week,180,97,Male,1943, Dansk Folkeparti
938461,8,8,Fair,NA,Less than once a month,189,80,Male,1973, Socialdemokraterne
938479,8,3,Fair,NA,Several times a week,188,90,Male,1965, Det Konservative Folkeparti
938487,5,8,Fair,NA,2-3 times a month,170,68,Male,1933,[NA] Refusal
938495,8,8,Good,NA,Several times a week,178,99,Male,1945,Konservative
938534,6,Extremely happy,Very good,NA,Less than once a month,190,67,Male,1998,[NA] Not applicable
938542,9,9,Very good,NA,Once a month,173,83,Male,1976, SF Socialistisk Folkeparti
938550,8,9,Fair,NA,Once a week,178,85,Female,1979," Venstre, Danmarks Liberale Parti"
938607,6,9,Very good,NA,Once a week,190,85,Male,1990, Liberal Alliance
938615,8,3,Fair,NA,Less than once a month,160,63,Female,1991, Enhedslisten
938623,9,9,Good,NA,Once a week,176,70,Male,1991, Det Radikale Venstre
938631,7,8,Very good,NA,2-3 times a month,167,62,Female,1959, Socialdemokraterne
938657,7,9,Good,NA,Less than once a month,162,65,Female,1983, Liberal Alliance
938665,4,8,Very good,NA,2-3 times a month,173,65,Female,1996,[NA] Not applicable
938681,8,7,Good,NA,Once a month,162,51,Female,1991, Enhedslisten
938699,8,Extremely happy,Good,NA,Several times a week,176,64,Male,1933, Socialdemokraterne
938704,Most people can be trusted,8,Fair,NA,Once a month,164,92,Female,1965, Socialdemokrat
938720,8,9,Fair,NA,Every day,165,70,Female,1965," Venstre, Danmarks Liberale Parti"
938788,4,8,Good,NA,Several times a week,172,82,Male,1970," Venstre, Danmarks Liberale Parti"
938843,8,7,Very good,NA,Once a month,170,64,Female,1978, SF Socialistisk Folkeparti
938851,5,8,Fair,10,2-3 times a month,168,52,Female,1992," Venstre, Danmarks Liberale Parti"
938885,8,7,Fair,20,Several times a week,172,72,Male,1953, SF Socialistisk Folkeparti
938908,7,8,Very good,NA,2-3 times a month,180,56,Male,1999,[NA] Not applicable
938916,7,8,Very good,NA,Several times a week,183,104,Male,1956," Venstre, Danmarks Liberale Parti"
938932,7,7,Good,NA,Once a week,172,64,Female,1980, Det Radikale Venstre
938940,7,8,Good,NA,2-3 times a month,184,68,Female,1997,[NA] Not applicable
938958,9,9,Very good,NA,Once a week,182,71,Male,1987,[NA] Not applicable
938966,8,Extremely happy,Very good,NA,Every day,169,70,Male,1943, Det Radikale Venstre
938974,7,7,Good,NA,Less than once a month,165,68,Female,1975,[NA] Don't know
939001,8,8,Very good,NA,Once a week,184,80,Male,1974, Det Radikale Venstre
939019,5,8,Good,3,Once a week,182,90,Male,1980, Socialdemokraterne
939051,8,9,Very good,NA,Once a month,163,62,Female,1966, Andet
939093,5,8,Fair,15,Once a month,165,89,Female,1934,[NA] Not applicable
939116,7,7,Very good,12,Once a month,169,113,Female,1981, SF Socialistisk Folkeparti
939124,3,Extremely happy,Good,NA,Less than once a month,172,51,Female,1943, Socialdemokraterne
939132,9,9,Good,NA,Several times a week,170,64,Female,1960, SF Socialistisk Folkeparti
939140,8,7,Good,NA,2-3 times a month,186,110,Male,1989, Liberal Alliance
939174,8,8,Very good,NA,Never,180,78,Male,1978, SF Socialistisk Folkeparti
939182,8,9,Good,NA,Less than once a month,191,89,Male,1965," Venstre, Danmarks Liberale Parti"
939190,8,7,Fair,NA,Once a week,168,56,Female,1934, Enhedslisten
939239,8,8,Good,10,Less than once a month,167,61,Female,1963, SF Socialistisk Folkeparti
939271,7,7,Good,NA,Less than once a month,163,75,Female,1946," Venstre, Danmarks Liberale Parti"
939297,7,Extremely happy,Very good,NA,Several times a week,164,65,Female,1939, Socialdemokraterne
939302,8,9,Fair,NA,Every day,160,51,Female,1914,[NA] Refusal
939344,8,8,Fair,NA,Several times a week,176,73,Male,1944, Det Radikale Venstre
939360,2,6,Good,NA,Once a week,172,59,Female,1991,[NA] Not applicable
939386,9,Extremely happy,Very good,NA,2-3 times a month,184,62,Male,1992, Liberal Alliance
939433,9,Extremely happy,Very good,NA,Several times a week,187,85,Male,1948, Det Konservative Folkeparti
939441,9,9,Very good,20,Several times a week,180,108,Male,1991,[NA] Refusal
939459,8,6,Good,NA,2-3 times a month,181,111,Male,1966," Venstre, Danmarks Liberale Parti"
939467,5,2,Fair,NA,Less than once a month,184,88,Male,1945, Dansk Folkeparti
939483,7,9,Fair,NA,Less than once a month,156,63,Female,1979, SF Socialistisk Folkeparti
939491,6,8,Very good,NA,Several times a week,181,73,Male,1998,[NA] Not applicable
939506,7,8,Fair,20,Never,180,110,Male,1986," Venstre, Danmarks Liberale Parti"
939530,7,8,Bad,NA,Several times a week,149,56,Female,1983, Det Radikale Venstre
939556,6,8,Good,NA,Once a week,188,126,Male,1985, Det Konservative Folkeparti
939603,8,9,Good,NA,2-3 times a month,172,NA,Female,1963,[NA] Refusal
939611,9,Extremely happy,Very good,NA,Several times a week,170,71,Male,1945," Venstre, Danmarks Liberale Parti"
939629,7,7,Good,NA,Less than once a month,166,67,Female,1954, SF Socialistisk Folkeparti
939637,9,7,Very good,NA,Once a month,169,70,Female,1996,[NA] Not applicable
939653,8,8,Good,NA,Several times a week,169,60,Female,1982, Enhedslisten
939661,8,8,Good,4,Several times a week,168,57,Female,1962, Socialdemokrat
939700,9,9,Very good,NA,Once a week,179,78,Male,1973, Det Konservative Folkeparti
939718,6,Extremely happy,Fair,NA,Once a month,158,67,Female,1936, Socialdemokrat
939742,6,7,Bad,NA,Every day,176,71,Male,1947, Dansk Folkeparti
939784,9,9,Very good,NA,Once a week,167,NA,Female,1956," Venstre, Danmarks Liberale Parti"
939792,You can't be too careful,9,Fair,10,2-3 times a month,155,38,Female,1955,[NA] Refusal
939807,7,8,Very good,NA,Once a month,163,62,Female,1954, Socialdemokrat
939865,7,6,Fair,NA,2-3 times a month,179,53,Male,1997,[NA] Not applicable
939873,5,7,Very good,18,Less than once a month,172,95,Male,1989,[NA] Not applicable
939881,8,Extremely happy,Very good,NA,2-3 times a month,176,69,Female,1970,[NA] Not applicable
939899,7,9,Good,NA,Once a week,163,60,Female,1999,[NA] Not applicable
939904,Most people can be trusted,Extremely happy,Very good,NA,Every day,165,58,Female,1928,Konservative
939920,Most people can be trusted,9,Good,NA,2-3 times a month,168,60,Female,1988, SF Socialistisk Folkeparti
939938,8,9,Very good,NA,Less than once a month,169,62,Female,1978, Det Konservative Folkeparti
939946,6,7,Fair,NA,Once a week,190,78,Male,1996,[NA] Not applicable
939970,7,9,Very good,NA,Several times a week,204,113,Male,1961, Liberal Alliance
940026,8,7,Good,NA,Never,165,55,Female,1999,[NA] Not applicable
940034,4,9,Fair,NA,Several times a week,185,104,Male,1942, Dansk Folkeparti
940042,8,8,Very good,NA,Several times a week,185,108,Male,1954," Venstre, Danmarks Liberale Parti"
